ID,Gender,Marital Status,Age,City,State,Zip,Email Domain,Total Given,Total Number of Gifts,Average Gift Amount,Largest Gift Amount,Smallest gift Amount,Total unsolicited gifts,Total Event Participations,Total Meetings or Phone Calls,First Appeal Date,Is Org Contact?,First Gift Date,First Gift Amount,Second Gift Date,Second Gift Amount
10138940,Male,Married,,Saint Paul,MN,55101-1970,,$30.00,3,$10.00,$10.00,$10.00,0,0,0,9/9/2011,,3/3/2011,$10.00,4/4/2012,$10.00
10138941,Unknown,,,Edina,MN,55439-1648,gmail.com,"$1,575.00",6,$262.50,$500.00,$75.00,0,0,0,9/9/2011,,3/3/2011,$75.00,3/13/2013,$100.00
10138954,Unknown,,,Eden Prairie,MN,55347-2845,,$100.00,1,$100.00,$100.00,$100.00,0,0,0,9/9/2011,,3/7/2011,$100.00,,
10138955,Unknown,,,Winter Garden,FL,34787,,$44.80,1,$44.80,$44.80,$44.80,0,0,0,9/9/2011,,3/7/2011,$44.80,,
10138957,Unknown,,,Minneapolis,MN,55435-4042,,$44.80,1,$44.80,$44.80,$44.80,0,0,0,9/9/2011,,3/7/2011,$44.80,,
10138958,Unknown,,,Apple Valley,MN,55124-6017,,$179.20,1,$179.20,$179.20,$179.20,0,0,0,9/9/2011,,3/7/2011,$179.20,,
10138959,Unknown,,,Minneapolis,MN,55416-3614,,$50.00,1,$50.00,$50.00,$50.00,0,0,0,9/9/2011,,3/8/2011,$50.00,,
10138961,Unknown,,,Austin,MN,55912-6348,,$30.00,1,$30.00,$30.00,$30.00,0,0,0,9/9/2011,,3/8/2011,$30.00,,
10138971,Male,Unknown,,Minneapolis,MN,55416-3288,,$65.00,3,$21.67,$25.00,$20.00,2,0,0,9/9/2011,,3/9/2011,$20.00,8/2/2012,$20.00
10138972,Male,,,,,,,$40.00,1,$40.00,$40.00,$40.00,0,0,0,,,3/9/2011,$40.00,,
10138973,Male,,,,,,,$5.00,1,$5.00,$5.00,$5.00,0,0,0,,,3/9/2011,$5.00,,
10138975,Male,,43,St Louis Park,MN,55416-2807,bowmanandbrooke.com,$250.00,1,$250.00,$250.00,$250.00,0,0,0,9/9/2011,No,3/7/2011,$250.00,,
10138978,Female,,51,Eagan,MN,55123-3981,,$240.00,5,$48.00,$80.00,$20.00,0,0,0,4/11/2011,No,6/22/2012,$40.00,6/28/2013,$60.00
10138981,Unknown,,,Saint Paul,MN,55116-1493,,$15.00,1,$15.00,$15.00,$15.00,0,0,0,9/9/2011,,3/9/2011,$15.00,,
10138982,Unknown,Widowed,,Wayzata,MN,55391-1566,,$650.00,4,$162.50,$300.00,$50.00,0,0,0,9/9/2011,,3/9/2011,$100.00,6/24/2011,$200.00
10139002,Male,Married,,Saint Paul,MN,55116-2294,,$150.00,4,$37.50,$50.00,$25.00,0,0,0,11/16/2011,No,3/11/2011,$25.00,7/20/2011,$25.00
10139011,Unknown,,,St Louis Park,MN,55416-1980,,$100.00,1,$100.00,$100.00,$100.00,0,0,0,9/9/2011,,3/14/2011,$100.00,,
10139015,Unknown,,,Saint Paul,MN,55116-1965,,$25.00,1,$25.00,$25.00,$25.00,0,0,0,9/9/2011,,3/15/2011,$25.00,,
10139016,Unknown,,,Plymouth,MN,55441-5655,,$80.00,2,$40.00,$50.00,$30.00,0,0,0,9/9/2011,,3/15/2011,$30.00,3/7/2014,$50.00
10139075,Unknown,,,Excelsior,MN,55331-2926,,$100.00,3,$33.33,$40.00,$30.00,0,0,0,9/9/2011,,3/17/2011,$40.00,7/17/2013,$30.00
10139076,Unknown,,,Savage,MN,55378-5628,,$25.00,1,$25.00,$25.00,$25.00,0,0,0,9/9/2011,,3/17/2011,$25.00,,
10139077,Unknown,,,Apple Valley,MN,55124-8667,,$50.00,1,$50.00,$50.00,$50.00,0,0,0,9/9/2011,,3/17/2011,$50.00,,
10139078,Unknown,,,Prior Lake,MN,55372-1229,,$50.00,1,$50.00,$50.00,$50.00,0,0,0,9/9/2011,,3/17/2011,$50.00,,
10139079,Unknown,,,Prior Lake,MN,55372-1600,,$50.00,1,$50.00,$50.00,$50.00,0,0,0,9/9/2011,,3/17/2011,$50.00,,
10139080,Unknown,,,Minneapolis,MN,55438-3402,,$100.00,1,$100.00,$100.00,$100.00,0,0,0,9/9/2011,,3/17/2011,$100.00,,
10139081,Unknown,,,Prior Lake,MN,55372-2680,,$110.00,1,$110.00,$110.00,$110.00,0,0,0,9/9/2011,,3/17/2011,$110.00,,
10139149,Unknown,,58,Andover,MN,55304,grenergy.com,$95.00,3,$31.67,$40.00,$25.00,0,0,0,4/11/2011,,4/30/2013,$25.00,2/25/2015,$30.00
10139188,Unknown,,38,St. Paul,MN,55101,hotmail.com,$186.00,4,$46.50,$100.00,$25.00,0,0,0,4/11/2011,,1/24/2012,$25.00,12/14/2012,$25.00
10139190,Female,,56,Cumberland,WI,54829-8879,csdmail.com,$500.00,1,$500.00,$500.00,$500.00,1,1,1,4/11/2011,,12/13/2012,$500.00,,
10139207,Unknown,,29,Saint Paul,MN,55104-4807,gmail.com,$25.00,1,$25.00,$25.00,$25.00,0,1,0,4/11/2011,No,5/14/2012,$25.00,,
10139277,Unknown,,35,Bozeman,MT,59715-5709,gmail.com,$250.00,2,$125.00,$150.00,$100.00,0,2,0,4/11/2011,,4/21/2012,$100.00,4/21/2012,$150.00
10139322,Unknown,,45,Saint Paul,MN,55104-6434,umn.edu,$10.00,1,$10.00,$10.00,$10.00,0,0,0,4/11/2011,,12/14/2012,$10.00,,
10139473,Male,,52,Andover,MN,55304,juno.com,$135.00,2,$67.50,$100.00,$35.00,0,0,0,4/11/2011,No,4/21/2011,$35.00,6/3/2014,$100.00
10139553,Unknown,,35,Minneapolis,MN,55447-5207,xcelenergy.com,$200.00,3,$66.67,$100.00,$50.00,0,3,0,4/11/2011,,4/21/2012,$100.00,4/12/2014,$50.00
10139594,Unknown,,42,Minnetrista,MN,55364-9636,carval.com,$25.00,1,$25.00,$25.00,$25.00,0,0,0,11/16/2011,,12/15/2011,$25.00,,
10139788,Unknown,,46,Wayzata,MN,55391,msn.com,$50.00,1,$50.00,$50.00,$50.00,0,0,0,4/11/2011,,5/8/2012,$50.00,,
10139797,Unknown,,61,Burnsville,MN,55337-1069,wnins.com,$750.00,3,$250.00,$300.00,$200.00,0,2,0,4/11/2011,,5/7/2011,$200.00,5/7/2011,$300.00
10139863,Male,Married,74,Maple Grove,MN,55369-6211,netscape.net,"$9,000.00",4,"$2,250.00","$2,500.00","$2,000.00",0,2,9,4/11/2011,,1/9/2013,"$2,000.00",12/26/2013,"$2,000.00"
10139873,Unknown,,,Saint Paul,MN,55117-1502,,$25.00,1,$25.00,$25.00,$25.00,0,0,0,9/9/2011,,3/21/2011,$25.00,,
10139879,Unknown,,,Burnsville,MN,55337-4027,yahoo.com,$100.00,1,$100.00,$100.00,$100.00,0,0,0,9/9/2011,No,3/15/2011,$100.00,,
10139880,Unknown,,,Saint Paul,MN,55101,gmail.com,$25.00,1,$25.00,$25.00,$25.00,0,0,0,9/9/2011,,3/17/2011,$25.00,,
10139882,Unknown,,,Winter,WI,54896,haywardoutfitters.com,$385.00,1,$385.00,$385.00,$385.00,0,0,0,9/9/2011,,3/23/2011,$385.00,,
10139885,Unknown,,,Elk River,MN,55330-1792,,$12.00,1,$12.00,$12.00,$12.00,1,0,0,9/9/2011,,3/23/2011,$12.00,,
10139886,Unknown,,,Fridley,MN,55432-3671,,$50.00,1,$50.00,$50.00,$50.00,1,0,0,9/9/2011,,3/23/2011,$50.00,,
10139888,Male,,73,Bloomington,MN,55438-1631,comcast.net,$50.00,1,$50.00,$50.00,$50.00,0,1,0,11/16/2011,,4/21/2012,$50.00,,
10139936,Unknown,,69,Minneapolis,MN,55437-2350,yahoo.com,$30.00,1,$30.00,$30.00,$30.00,0,0,0,4/11/2011,,9/30/2013,$30.00,,
10139939,Unknown,,,Saint Paul,MN,55104-5707,,$10.00,1,$10.00,$10.00,$10.00,0,0,0,9/9/2011,,3/25/2011,$10.00,,
10139940,Female,Married,,Mendota Heights,MN,55120-1336,,$10.00,1,$10.00,$10.00,$10.00,0,0,0,9/9/2011,,3/25/2011,$10.00,,
10139941,Female,Married,,Oak Park Heights,MN,55082-4489,,$230.00,5,$46.00,$60.00,$20.00,0,0,0,9/9/2011,,3/25/2011,$20.00,12/30/2014,$50.00
10139942,Male,,,Inver Grove Heights,MN,55077,,$195.00,3,$65.00,$100.00,$20.00,0,0,0,9/9/2011,,3/25/2011,$20.00,9/20/2012,$75.00
10139943,Male,Married,,Saint Paul,MN,55116-2560,,$25.00,1,$25.00,$25.00,$25.00,0,0,0,9/9/2011,,3/25/2011,$25.00,,
10139945,Male,,,Minneapolis,MN,55411-3366,gmail.com,$250.00,3,$83.33,$100.00,$50.00,0,0,0,9/9/2011,,3/25/2011,$50.00,12/14/2012,$100.00
10139946,Female,Married,,Mahtomedi,MN,55115-1866,,$232.00,1,$232.00,$232.00,$232.00,0,0,0,9/9/2011,,3/25/2011,$232.00,,
10139987,Female,,,Valencia,CA,91354,att.net,$250.00,1,$250.00,$250.00,$250.00,0,0,0,9/9/2011,No,3/29/2011,$250.00,,
10139988,Male,,,Edina,MN,55436,promidian.com,$250.00,1,$250.00,$250.00,$250.00,0,0,0,9/9/2011,No,3/29/2011,$250.00,,
10139999,Unknown,,,Independence,MN,55359-9237,,$50.00,1,$50.00,$50.00,$50.00,0,0,0,9/9/2011,,3/29/2011,$50.00,,
10140002,Unknown,,,Hopkins,MN,55305-3357,,$20.00,1,$20.00,$20.00,$20.00,0,0,0,9/9/2011,,3/30/2011,$20.00,,
10140016,Male,,53,Eagan,MN,55121-1204,,$100.00,1,$100.00,$100.00,$100.00,0,2,0,11/16/2011,No,4/21/2012,$100.00,,
10140065,Unknown,,,Maple Grove,MN,55311-3309,,$100.00,1,$100.00,$100.00,$100.00,0,0,0,9/9/2011,,4/5/2011,$100.00,,
10140066,Male,,74,Edina,MN,55436-1702,,"$5,000.00",1,"$5,000.00","$5,000.00","$5,000.00",0,0,1,11/17/2011,No,4/5/2011,"$5,000.00",,
10140093,Female,,,Shakopee,MN,55379-2082,,$20.00,1,$20.00,$20.00,$20.00,0,0,0,9/9/2011,,4/6/2011,$20.00,,
10140094,Female,,,Minneapolis,MN,55414-1802,,$50.00,1,$50.00,$50.00,$50.00,0,0,0,9/9/2011,,4/6/2011,$50.00,,
10140095,Male,Married,,Minnetonka,MN,55305-2327,,$250.00,3,$83.33,$100.00,$50.00,0,0,0,9/9/2011,,4/6/2011,$100.00,4/13/2011,$100.00
10140129,Unknown,,59,Osseo,MN,55369,beckymeierhofer.com,$100.00,2,$50.00,$50.00,$50.00,0,0,0,4/11/2011,,5/3/2012,$50.00,12/14/2012,$50.00
10140292,Unknown,,,Saint Paul,MN,55112-3624,gmail.com,$625.00,3,$208.33,$425.00,$100.00,0,1,0,11/16/2011,,8/16/2011,$100.00,4/11/2015,$425.00
10140350,Unknown,,,,,,ecenet.com,$100.00,1,$100.00,$100.00,$100.00,0,0,0,,,7/17/2013,$100.00,,
10140378,Unknown,,,Victoria,MN,55386,hotmail.com,$20.00,1,$20.00,$20.00,$20.00,0,0,0,11/12/2012,,10/5/2012,$20.00,,
10140389,Unknown,,,Bloomington,MN,55437,,$100.00,1,$100.00,$100.00,$100.00,0,0,0,9/9/2011,No,4/8/2011,$100.00,,
10140397,Female,,,Phoenix,AZ,85050,uwalumni.com,$100.00,1,$100.00,$100.00,$100.00,0,0,0,9/9/2011,No,3/31/2011,$100.00,,
10140398,Unknown,,,Fairbanks,AK,99708,hotmail.com,$100.00,1,$100.00,$100.00,$100.00,0,0,0,9/9/2011,,4/1/2011,$100.00,,
10140399,Female,,,Madison,WI,53715,sbcglobal.net,$100.00,1,$100.00,$100.00,$100.00,0,0,0,9/9/2011,No,4/1/2011,$100.00,,
10140400,Female,,,Edina,MN,55436,mac.com,"$1,000.00",1,"$1,000.00","$1,000.00","$1,000.00",0,0,0,,No,4/3/2011,"$1,000.00",,
10140402,Unknown,,,Portland,OR,97214,gmail.com,$150.00,1,$150.00,$150.00,$150.00,0,0,0,9/9/2011,No,4/3/2011,$150.00,,
10140541,Unknown,,61,Saint Paul,MN,55113-3829,yahoo.com,$25.00,1,$25.00,$25.00,$25.00,0,0,0,11/16/2011,,4/18/2013,$25.00,,
10140560,Unknown,,,New Brighton,MN,55112-3474,,$179.50,4,$44.88,$50.00,$35.00,0,0,0,9/9/2011,,4/18/2011,$35.00,11/14/2011,$50.00
10140589,Female,,,Minneapolis,MN,55417,,$180.00,4,$45.00,$50.00,$35.00,0,0,0,9/9/2011,,4/19/2011,$35.00,12/16/2013,$45.00
10140590,Unknown,,,Mendota Heights,MN,55120-1668,,$75.00,2,$37.50,$50.00,$25.00,0,0,0,9/9/2011,,4/19/2011,$25.00,12/19/2013,$50.00
10140591,Male,Married,,Saint Paul,MN,55104-6907,,$80.00,3,$26.67,$30.00,$25.00,0,0,0,9/9/2011,,4/19/2011,$25.00,12/4/2012,$25.00
10140594,Male,,,Minneapolis,MN,55416-5365,sub.com,$150.00,1,$150.00,$150.00,$150.00,0,0,0,9/9/2011,No,4/20/2011,$150.00,,
10140595,Female,,,Minneapolis,MN,55409-1808,,$295.00,3,$98.33,$200.00,$25.00,0,1,0,9/9/2011,,4/20/2011,$70.00,5/7/2011,$200.00
10140597,Male,,,Edina,MN,55424-1548,q.com,$250.00,1,$250.00,$250.00,$250.00,0,0,0,9/9/2011,No,4/12/2011,$250.00,,
10140598,Female,,,Minneapolis,MN,55424-1922,yahoo.com,$250.00,1,$250.00,$250.00,$250.00,0,0,0,9/9/2011,No,4/13/2011,$250.00,,
10140599,Female,,,Edina,MN,55439-1812,yahoo.com,$150.00,1,$150.00,$150.00,$150.00,0,0,0,9/9/2011,No,4/14/2011,$150.00,,
10140600,Female,,,St Louis Park,MN,55416-3238,msn.com,$100.00,1,$100.00,$100.00,$100.00,0,0,0,9/9/2011,No,4/14/2011,$100.00,,
10140601,Unknown,,34,Lafayette,CO,80026-1603,gmail.com,$204.44,2,$102.22,$104.44,$100.00,0,0,0,4/11/2011,No,4/17/2011,$100.00,12/10/2012,$104.44
10140602,Unknown,,,Golden Valley,MN,55427-3166,cfaith.com,$25.00,1,$25.00,$25.00,$25.00,0,0,0,9/9/2011,,4/17/2011,$25.00,,
10140617,Unknown,,,Excelsior,MN,55331,mchsi.com,$50.00,1,$50.00,$50.00,$50.00,0,0,0,11/16/2011,,9/25/2013,$50.00,,
10140650,Female,,,Rogers,MN,55374-4882,,$35.00,1,$35.00,$35.00,$35.00,0,0,0,9/9/2011,,4/25/2011,$35.00,,
10140655,Female,,,Fort Worth,TX,76107,sierraadvisory.com,$500.00,1,$500.00,$500.00,$500.00,0,0,0,,No,4/21/2011,$500.00,,
10140657,Female,,,South Jordan,UT,84095-8543,jpricefamily.org,$50.00,1,$50.00,$50.00,$50.00,0,0,0,9/9/2011,No,4/22/2011,$50.00,,
10140690,Unknown,,,Plymouth,MN,55441-4834,,$35.00,1,$35.00,$35.00,$35.00,0,0,0,9/9/2011,,4/26/2011,$35.00,,
10140693,Female,,,Denver,CO,80224-2215,hotmail.com,$250.00,1,$250.00,$250.00,$250.00,0,0,0,9/9/2011,No,4/26/2011,$250.00,,
10140712,Female,,,Minnetonka,MN,55343,carval.com,$380.00,2,$190.00,$280.00,$100.00,0,1,0,9/9/2011,,4/29/2011,$280.00,4/20/2013,$100.00
10140714,Unknown,,,Duluth,MN,55812-3002,d.umn.edu,$60.00,1,$60.00,$60.00,$60.00,0,0,0,9/9/2011,,4/28/2011,$60.00,,
10140715,Male,,,River Forest,IL,60305-2009,gmail.com,$100.00,1,$100.00,$100.00,$100.00,0,0,0,9/9/2011,,4/28/2011,$100.00,,
10140726,Female,,39,Arlington,VA,22206,GMAIL.COM,$30.00,1,$30.00,$30.00,$30.00,0,0,0,9/9/2011,Yes,5/3/2011,$30.00,,
10140728,Unknown,,,Minneapolis,MN,55418,mccdmn.org,$225.00,2,$112.50,$125.00,$100.00,0,0,0,9/9/2011,,5/3/2011,$100.00,5/9/2012,$125.00
10140730,Male,,,Edina,MN,55436-1936,,$175.00,7,$25.00,$25.00,$25.00,1,0,0,9/9/2011,,5/2/2011,$25.00,12/12/2011,$25.00
10140731,Unknown,,,Minneapolis,MN,55419-2547,comcast.net,$875.00,4,$218.75,$385.00,$140.00,0,2,0,9/9/2011,,5/2/2011,$140.00,5/7/2011,$385.00
10140733,Female,,,Minneapolis,MN,55411,hawthorneneighborhoodcouncil.org,$75.00,1,$75.00,$75.00,$75.00,0,1,0,11/16/2011,No,5/5/2011,$75.00,,
10140736,Unknown,,25,Saint Paul,MN,55114-1108,gmail.com,$40.00,2,$20.00,$20.00,$20.00,0,0,0,9/9/2011,,5/4/2011,$20.00,6/20/2011,$20.00
10140737,Male,Married,,Forest Lake,MN,55025-8151,gmail.com,$150.00,1,$150.00,$150.00,$150.00,0,1,0,9/9/2011,,5/5/2011,$150.00,,
10140739,Unknown,,,St Louis Park,MN,55424-1012,,$785.00,3,$261.67,$645.00,$40.00,0,0,0,9/9/2011,,5/3/2011,$645.00,5/7/2011,$100.00
10140743,Unknown,,,Minneapolis,MN,55410-2507,,$80.00,1,$80.00,$80.00,$80.00,1,0,0,9/9/2011,,5/6/2011,$80.00,,
10140744,Male,,,Minneapolis,MN,55435-2556,,$500.00,1,$500.00,$500.00,$500.00,1,0,0,9/9/2011,,5/6/2011,$500.00,,
10140746,Male,,,Edina,MN,55424-1337,capstone-companies.com,$250.00,1,$250.00,$250.00,$250.00,0,0,0,9/9/2011,No,5/5/2011,$250.00,,
10140747,Unknown,,,Minneapolis,MN,55409-1121,,$75.00,1,$75.00,$75.00,$75.00,0,1,0,9/9/2011,,5/6/2011,$75.00,,
10140748,Male,Separated,,Brookyn Park,MN,55443,,$400.00,2,$200.00,$300.00,$100.00,0,4,9,,Yes,4/21/2012,$300.00,4/24/2013,$100.00
10140750,Unknown,,,Shakopee,MN,55379-4527,,$23.96,5,$4.79,$5.00,$4.48,0,0,0,9/9/2011,,5/9/2011,$4.48,8/20/2012,$4.48
10140752,Unknown,,,Woodbury,MN,55125-2521,,$25.00,1,$25.00,$25.00,$25.00,0,1,0,9/9/2011,,5/7/2011,$25.00,,
10140762,Unknown,,,Minneapolis,MN,55479-0076,,$250.00,1,$250.00,$250.00,$250.00,0,1,0,9/9/2011,,5/7/2011,$250.00,,
10140764,Unknown,,,Saint Paul,MN,55105-3251,live.com,$895.00,5,$179.00,$275.00,$100.00,0,3,1,9/9/2011,No,5/7/2011,$195.00,5/7/2011,$100.00
10140774,Male,Married,,St. Cloud,MN,56301,cba401k.com,$140.00,1,$140.00,$140.00,$140.00,0,1,0,9/9/2011,,5/12/2011,$140.00,,
10140776,Unknown,,,Minnetonka,MN,55345-3232,,$350.00,1,$350.00,$350.00,$350.00,0,1,0,9/9/2011,,5/7/2011,$350.00,,
10140779,Unknown,,,Minneapolis,MN,55410,,$325.00,2,$162.50,$300.00,$25.00,0,1,0,9/9/2011,,5/7/2011,$300.00,5/7/2011,$25.00
10140786,Unknown,,,Andover,MN,55304-1423,,$275.00,2,$137.50,$250.00,$25.00,0,1,0,9/9/2011,,5/7/2011,$250.00,5/7/2011,$25.00
10140787,Unknown,,,Mendota Heights,MN,55118-1806,,$605.00,3,$201.67,$300.00,$25.00,0,2,0,9/9/2011,,5/7/2011,$25.00,5/11/2011,$280.00
10140790,Unknown,,,Woodbury,MN,55129-4212,comcast.net,$255.00,2,$127.50,$130.00,$125.00,0,1,0,9/9/2011,,5/7/2011,$125.00,5/7/2011,$130.00
10140792,Unknown,,,Farmington,MN,55024-7355,,$25.00,1,$25.00,$25.00,$25.00,0,1,0,9/9/2011,,5/7/2011,$25.00,,
10140794,Unknown,,,Minneapolis,MN,55436-2474,,$310.00,2,$155.00,$210.00,$100.00,0,1,0,9/9/2011,,5/7/2011,$100.00,5/7/2011,$210.00
10140795,Unknown,,,Minneapolis,MN,55435-4331,gmail.com,"$2,720.00",3,$906.67,"$1,470.00",$250.00,0,2,0,11/16/2011,,5/7/2011,"$1,470.00",5/7/2011,$250.00
10140797,Unknown,,,Richfield,MN,55423-3227,,$75.00,1,$75.00,$75.00,$75.00,0,0,0,9/9/2011,,5/7/2011,$75.00,,
10140799,Unknown,,,Minneapolis,MN,55410-1363,,$100.00,1,$100.00,$100.00,$100.00,0,1,0,9/9/2011,,5/7/2011,$100.00,,
10140800,Unknown,,,Eagan,MN,55122-4700,,$25.00,1,$25.00,$25.00,$25.00,0,0,0,9/9/2011,,5/7/2011,$25.00,,
10140805,Unknown,,,St. Paul,MN,55112,,$130.00,1,$130.00,$130.00,$130.00,0,0,0,9/9/2011,,5/7/2011,$130.00,,
10140806,Unknown,,,St. Paul,MN,55116,hotmail.com,"$2,500.00",4,$625.00,"$1,000.00",$250.00,0,1,1,9/9/2011,,5/7/2011,$250.00,11/26/2012,$250.00
10140808,Unknown,,,Minneapolis,MN,55410-1341,,$100.00,1,$100.00,$100.00,$100.00,0,1,0,9/9/2011,,5/7/2011,$100.00,,
10140811,Unknown,,,,,,,$185.00,1,$185.00,$185.00,$185.00,0,0,0,11/16/2011,,5/7/2011,$185.00,,
10140813,Unknown,,,Minneapolis,MN,55427-3515,gmail.com,$45.00,2,$22.50,$25.00,$20.00,0,2,0,9/9/2011,,5/7/2011,$25.00,4/20/2013,$20.00
10140815,Unknown,,,,,,comcast.net,$215.00,3,$71.67,$140.00,$25.00,0,2,0,11/16/2011,,5/7/2011,$140.00,5/7/2011,$25.00
10140817,Unknown,,,Bayport,MN,55003,,$675.00,1,$675.00,$675.00,$675.00,0,1,0,9/9/2011,,5/7/2011,$675.00,,
10140819,Unknown,,,Champlin,MN,55316-2213,gmail.com,$500.00,1,$500.00,$500.00,$500.00,0,2,0,9/9/2011,,5/7/2011,$500.00,,
10140827,Unknown,,,Minneapolis,MN,55435-2551,,$100.00,1,$100.00,$100.00,$100.00,0,1,0,9/9/2011,,5/7/2011,$100.00,,
10140830,Unknown,,,Waukesha,WI,53189,gmail.com,$35.00,2,$17.50,$25.00,$10.00,0,0,0,9/9/2011,,5/7/2011,$25.00,12/6/2014,$10.00
10140832,Male,Married,,Roseville,MN,55113-2171,,$825.00,8,$103.13,$150.00,$50.00,0,0,0,3/9/2012,,12/1/2011,$50.00,8/16/2012,$50.00
10140834,Unknown,,,Wayzata,MN,55391-1803,,$40.00,2,$20.00,$30.00,$10.00,0,0,0,11/12/2012,,7/12/2012,$10.00,7/12/2012,$30.00
10140861,Unknown,,,Saint Paul,MN,55124-9164,gmail.com,$15.00,1,$15.00,$15.00,$15.00,0,1,0,9/9/2011,,5/7/2011,$15.00,,
10140862,Unknown,,,St Paul,MN,55116,gmail.com,"$2,330.00",6,$388.33,$650.00,$100.00,0,2,0,11/16/2011,,5/7/2011,$100.00,5/7/2011,$650.00
10157363,Female,,,St Paul,MN,55116,gmail.com,"$1,500.00",3,$500.00,$500.00,$500.00,0,2,0,,,5/30/2013,$500.00,12/6/2014,$500.00
10140863,Unknown,,,Brooklyn,NY,11211-3465,,"$2,000.00",1,"$2,000.00","$2,000.00","$2,000.00",0,1,0,5/18/2012,,5/7/2011,"$2,000.00",,
10140864,Unknown,,,,,,,$25.00,1,$25.00,$25.00,$25.00,0,0,0,11/16/2011,,5/7/2011,$25.00,,
10140865,Unknown,,,,,,,$400.00,2,$200.00,$300.00,$100.00,0,1,0,11/16/2011,,5/7/2011,$100.00,5/7/2011,$300.00
10140866,Unknown,,,Minneapolis,MN,55408-3527,target.com,$175.00,1,$175.00,$175.00,$175.00,0,1,0,9/9/2011,,5/7/2011,$175.00,,
10140867,Unknown,,,Wayzata,MN,55391-9423,,$150.00,1,$150.00,$150.00,$150.00,0,1,0,9/9/2011,,5/7/2011,$150.00,,
10140868,Unknown,,,Hamel,MN,55340-9015,gmail.com,$200.00,2,$100.00,$100.00,$100.00,0,2,0,9/9/2011,,5/7/2011,$100.00,4/20/2013,$100.00
10140870,Unknown,,,Minneapolis,MN,55426-3347,gmail.com,$225.00,3,$75.00,$150.00,$25.00,0,6,0,9/9/2011,,5/7/2011,$25.00,4/21/2012,$50.00
10140871,Unknown,,,Eden Prairie,MN,55346-4042,,"$4,555.00",4,"$1,138.75","$4,155.00",$50.00,0,2,0,9/9/2011,,5/7/2011,$250.00,5/7/2011,$50.00
10140872,Male,Married,,Lakeville,MN,55044-9750,,$630.00,4,$157.50,$280.00,$50.00,0,1,0,9/9/2011,,5/7/2011,$250.00,5/12/2011,$280.00
10140873,Unknown,,,Hopkins,MN,55343,,$525.00,2,$262.50,$275.00,$250.00,0,1,0,9/9/2011,,5/7/2011,$250.00,5/7/2011,$275.00
10140874,Unknown,,,,,,,"$1,055.00",2,$527.50,$700.00,$355.00,0,1,0,11/16/2011,Yes,5/7/2011,$700.00,5/7/2011,$355.00
10167371,Unknown,,,Minneapolis,MN,55408,,$500.00,1,$500.00,$500.00,$500.00,0,1,0,,,6/17/2013,$500.00,,
10140876,Unknown,,,Independence,MN,55359-8617,haute-kitchens.com,"$1,025.00",2,$512.50,$925.00,$100.00,0,1,0,11/16/2011,,5/7/2011,$100.00,5/7/2011,$925.00
10140878,Unknown,,,Centerville,MN,55038-7055,hotmail.com,$40.00,1,$40.00,$40.00,$40.00,0,1,0,9/9/2011,,5/7/2011,$40.00,,
10140879,Unknown,,,St. Paul,MN,55120,msn.com,$375.00,2,$187.50,$350.00,$25.00,0,1,0,9/9/2011,,5/7/2011,$350.00,5/7/2011,$25.00
10140880,Unknown,,,Mendota Heights,MN,55118-1714,,$375.00,3,$125.00,$250.00,$25.00,0,2,0,9/9/2011,,5/7/2011,$100.00,5/7/2011,$25.00
10140881,Unknown,,,,,,,$375.00,2,$187.50,$250.00,$125.00,0,1,0,11/16/2011,,5/7/2011,$250.00,5/7/2011,$125.00
10140882,Unknown,,,Minneapolis,MN,55441-6000,,$100.00,1,$100.00,$100.00,$100.00,0,1,0,9/9/2011,,5/7/2011,$100.00,,
10140883,Unknown,,,,,,intricon.com,$100.00,1,$100.00,$100.00,$100.00,0,1,0,11/16/2011,,5/7/2011,$100.00,,
10140884,Unknown,,,White Bear Lake,MN,55110-3501,,$25.00,1,$25.00,$25.00,$25.00,0,1,0,9/9/2011,,5/7/2011,$25.00,,
10140885,Unknown,,,,,,,$150.00,2,$75.00,$100.00,$50.00,0,1,0,11/16/2011,,5/7/2011,$100.00,5/7/2011,$50.00
10140886,Unknown,,,Minneapolis,MN,55405-3402,,$100.00,1,$100.00,$100.00,$100.00,0,1,0,9/9/2011,,5/7/2011,$100.00,,
10140887,Unknown,,,Excelsior,MN,55331-1722,,$450.00,3,$150.00,$200.00,$100.00,0,3,0,9/9/2011,,5/7/2011,$150.00,4/21/2012,$100.00
10140935,Unknown,,,,,,,$100.00,1,$100.00,$100.00,$100.00,0,1,0,11/16/2011,,5/7/2011,$100.00,,
10140936,Unknown,,,Minneapolis,MN,55449-5445,,$125.00,2,$62.50,$100.00,$25.00,0,1,0,9/9/2011,,5/7/2011,$100.00,5/7/2011,$25.00
10140937,Unknown,,,Saint Paul,MN,55116-1351,,$300.00,1,$300.00,$300.00,$300.00,0,1,0,9/9/2011,,5/7/2011,$300.00,,
10140938,Unknown,,,Saint Paul,MN,55105-1655,,$25.00,1,$25.00,$25.00,$25.00,0,1,0,9/9/2011,,5/7/2011,$25.00,,
10140940,Unknown,,,Eden Prairie,MN,55347-3470,,$165.00,2,$82.50,$100.00,$65.00,0,1,0,9/9/2011,,5/7/2011,$65.00,5/7/2011,$100.00
